customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,Random_Text,Unused_Code,Extra_Column,Fake_Status
CUS_2581,49,Female,Basic,6.56,10,,TV,8.99,0,Debit Card,5,0.6,Comedy,sample,41602,xyz,maybe
CUS_305,32,Female,Standard,11.33,42,Europe,Mobile,13.99,1,Credit Card,1,0.26,Sci-Fi,sample,1655,temp,yes
CUS_2891,22,Other,Standard,14.04,19,error,Mobile,13.99,0,Gift Card,2,0.7,Sci-Fi,dummy,25343,temp,yes
CUS_1288,58,Other,Basic,10.29,26,South America,Mobile,8.99,1,PayPal,1,0.38,Romance,random,88068,xyz,no
CUS_280,46,Female,Standard,41.63,46,South America,Tablet,13.99,0,Debit Card,4,0.89,Comedy,random,33008,abc,no
CUS_3126,62,Male,Basic,7.6,38,###,Laptop,8.99,1,PayPal,1,0.19,Romance,sample,72074,temp,maybe
CUS_2784,28,Female,Basic,2.63,54,Europe,TV,8.99,1,Credit Card,4,0.05,Action,dummy,59424,none,yes
CUS_2652,36,Male,Premium,5.72,21,Oceania,Tablet,17.99,0,Debit Card,1,0.26,Comedy,trash,30906,none,maybe
CUS_4176,63,Male,Standard,15.51,9,South America,Laptop,13.99,0,PayPal,1,1.55,Action,trash,51605,xyz,yes
CUS_4478,37,Other,Basic,7.26,57,Oceania,TV,8.99,1,Gift Card,4,0.13,Horror,dummy,72717,temp,maybe
CUS_1687,33,Female,Basic,6.73,46,unknown,Desktop,8.99,1,Credit Card,2,0.14,Drama,trash,77649,abc,maybe
CUS_4324,47,Other,Basic,0.29,10,Africa,Mobile,8.99,1,Debit Card,4,0.03,Horror,trash,81866,temp,yes
CUS_2242,43,Male,Basic,1.18,31,Asia,Desktop,8.99,1,Debit Card,1,0.04,Action,trash,42699,temp,maybe
CUS_2092,57,Other,Basic,27.17,38,invalid,TV,8.99,0,PayPal,5,0.7,Comedy,dummy,30097,none,no
CUS_1102,68,Female,Standard,81.07,42,North America,Laptop,13.99,0,Debit Card,1,1.89,Documentary,trash,44588,temp,maybe
CUS_3128,68,Other,Standard,35.61,40,South America,Desktop,13.99,0,Debit Card,4,0.87,Documentary,trash,78965,none,yes
CUS_4626,18,Other,Premium,27.6,11,Africa,Laptop,17.99,0,Debit Card,5,2.3,Romance,trash,25492,xyz,no
CUS_131,35,Female,Basic,26.9,49,South America,Desktop,8.99,0,Gift Card,2,0.54,Drama,sample,99553,abc,no
CUS_2735,48,Male,Premium,1.64,11,North America,Mobile,17.99,1,Gift Card,1,0.14,Drama,dummy,17991,temp,no
CUS_3103,42,Other,Standard,7.51,28,Europe,Laptop,13.99,0,Gift Card,1,0.26,Documentary,sample,96450,temp,yes
CUS_108,30,Female,Basic,24.74,17,Oceania,Laptop,8.99,0,Credit Card,5,1.37,Comedy,dummy,4572,temp,no
CUS_1364,62,Male,Basic,22.77,47,South America,Mobile,8.99,1,Crypto,5,0.47,Documentary,trash,21015,none,yes
CUS_578,62,Other,Premium,7.16,5,North America,Desktop,17.99,0,Gift Card,5,1.19,Romance,dummy,7372,abc,yes
CUS_060,38,Male,Premium,29.84,56,,Desktop,17.99,0,Credit Card,4,0.52,Drama,dummy,30906,temp,yes
CUS_3478,29,Female,Basic,18.68,51,South America,Tablet,8.99,1,PayPal,3,0.36,Sci-Fi,random,12353,abc,yes
CUS_788,34,Other,Premium,35.2,14,,Tablet,17.99,0,Crypto,3,2.35,Romance,random,33868,xyz,no
CUS_4070,30,Female,Basic,8.52,11,unknown,Laptop,8.99,0,Gift Card,4,0.71,Action,random,80582,abc,maybe
CUS_4772,68,Other,Basic,23.54,33,###,Tablet,8.99,0,Gift Card,5,0.69,Action,sample,19874,xyz,maybe
CUS_3965,42,Other,Standard,6.91,21,Asia,Mobile,13.99,0,Gift Card,4,0.31,Drama,trash,7454,abc,maybe
CUS_4442,44,Male,Basic,3.91,2,unknown,Laptop,8.99,0,Credit Card,4,1.3,Drama,random,85798,abc,no
CUS_4809,65,Male,Premium,31.99,57,Asia,Mobile,17.99,0,PayPal,2,0.55,Action,random,66252,none,yes
CUS_3950,45,Other,Premium,8.95,16,###,Laptop,17.99,0,Credit Card,3,0.53,Sci-Fi,dummy,51512,abc,no
CUS_3102,25,Female,Standard,10.36,52,Africa,Mobile,13.99,0,Credit Card,4,0.2,Horror,dummy,21916,abc,maybe
CUS_1346,66,Male,Premium,30.91,51,,TV,17.99,0,PayPal,1,0.59,Drama,random,94298,abc,maybe
CUS_1244,20,Other,Standard,3.19,53,South America,Tablet,13.99,1,Gift Card,4,0.06,Sci-Fi,random,54673,none,no
CUS_4616,45,Female,Premium,15.41,6,Africa,Laptop,17.99,0,Credit Card,3,2.2,Sci-Fi,random,36278,abc,no
CUS_1184,40,Female,Basic,1.79,14,South America,Laptop,8.99,1,PayPal,1,0.12,Documentary,trash,73906,temp,no
CUS_3732,37,Other,Basic,23.55,17,Europe,Mobile,8.99,0,Crypto,2,1.31,Comedy,trash,40044,xyz,no
CUS_3815,31,Male,Premium,2.62,34,Oceania,Desktop,17.99,1,Crypto,4,0.07,Comedy,dummy,54286,temp,no
CUS_3649,24,Other,Premium,6.21,25,South America,Desktop,17.99,0,PayPal,4,0.24,Horror,random,70223,none,yes
CUS_3081,58,Female,Basic,26.03,26,,Desktop,8.99,0,Gift Card,5,0.96,Horror,random,99160,none,no
CUS_4827,18,Female,Standard,1.48,27,Europe,Desktop,13.99,0,Debit Card,4,0.05,Sci-Fi,dummy,83481,none,yes
CUS_3709,48,Female,Standard,3.84,23,South America,Tablet,13.99,1,Crypto,1,0.16,Romance,dummy,18505,temp,no
CUS_2745,48,Other,Standard,4.65,19,Oceania,Laptop,13.99,0,Debit Card,4,0.23,Romance,sample,58973,none,yes
CUS_185,57,Male,Standard,12.95,27,,TV,13.99,0,Gift Card,4,0.46,Horror,trash,26148,xyz,yes
CUS_3453,63,Female,Basic,15.81,9,,Mobile,8.99,0,PayPal,3,1.58,Comedy,random,38000,abc,no
CUS_3856,67,Female,Basic,6.88,44,Africa,Laptop,8.99,1,Gift Card,4,0.15,Horror,sample,39695,temp,no
CUS_1858,56,Male,Standard,0.93,2,,Tablet,13.99,0,Credit Card,5,0.31,Horror,random,22692,xyz,no
CUS_421,33,Other,Basic,3.84,28,South America,Mobile,8.99,1,Credit Card,3,0.13,Horror,random,41851,abc,no
CUS_3924,31,Female,Premium,3.13,7,North America,Mobile,17.99,0,Debit Card,5,0.39,Documentary,dummy,53736,xyz,maybe
CUS_554,69,Other,Basic,21.91,24,Asia,Desktop,8.99,0,Debit Card,5,0.88,Action,trash,49962,none,yes
CUS_1398,44,Male,Basic,4.89,35,Oceania,Laptop,8.99,1,PayPal,3,0.14,Drama,sample,40041,abc,maybe
CUS_896,38,Other,Premium,20.79,21,,TV,17.99,0,Credit Card,4,0.94,Horror,trash,32229,none,yes
CUS_2108,44,Other,Basic,26.37,21,,Mobile,8.99,0,PayPal,5,1.2,Romance,sample,74178,xyz,no
CUS_3153,60,Female,Premium,1.09,6,South America,Laptop,17.99,1,Credit Card,1,0.16,Horror,sample,26719,none,maybe
CUS_2070,45,Female,Premium,3.91,44,Africa,Desktop,17.99,1,Credit Card,3,0.09,Comedy,sample,28021,abc,no
CUS_4818,46,Other,Premium,10.37,34,Europe,TV,17.99,1,Debit Card,1,0.3,Drama,trash,41423,xyz,no
CUS_444,32,Male,Premium,4.11,45,Asia,Laptop,17.99,1,Credit Card,5,0.09,Action,random,66551,none,maybe
CUS_3108,32,Female,Standard,7.07,21,error,Desktop,13.99,0,Crypto,1,0.32,Horror,dummy,51245,xyz,no
CUS_4316,33,Other,Standard,3.76,16,North America,TV,13.99,0,Debit Card,5,0.22,Comedy,random,62187,xyz,yes
CUS_3758,47,Other,Premium,12.6,52,Africa,TV,17.99,1,Crypto,5,0.24,Sci-Fi,dummy,10467,none,yes
CUS_1702,37,Male,Standard,5.08,40,Africa,Laptop,13.99,0,PayPal,4,0.12,Documentary,sample,40805,temp,no
CUS_3546,65,Male,Basic,8.06,24,Africa,TV,8.99,0,PayPal,4,0.32,Sci-Fi,trash,8121,none,yes
CUS_3657,51,Male,Basic,89.83,53,South America,Laptop,8.99,0,Gift Card,5,1.66,Drama,random,84946,xyz,yes
CUS_694,23,Male,Standard,4.46,24,###,Mobile,13.99,1,Gift Card,3,0.18,Documentary,trash,63844,none,no
CUS_2345,49,Male,Basic,5.3,44,,TV,8.99,1,Credit Card,3,0.12,Comedy,random,66420,xyz,yes
CUS_4512,44,Female,Basic,58.4,26,invalid,Desktop,8.99,0,Gift Card,1,2.16,Sci-Fi,random,96775,abc,maybe
CUS_2174,52,Male,Standard,22.33,28,South America,Desktop,13.99,0,PayPal,5,0.77,Sci-Fi,dummy,39042,xyz,maybe
CUS_182,20,Female,Premium,4.57,17,South America,Laptop,17.99,1,Gift Card,1,0.25,Comedy,sample,22537,abc,maybe
CUS_3600,27,Male,Premium,7.92,9,South America,Desktop,17.99,0,Debit Card,5,0.79,Horror,dummy,17003,temp,yes
CUS_795,20,Female,Basic,10.28,43,South America,Laptop,8.99,1,PayPal,2,0.23,Action,trash,97162,none,no
CUS_2887,36,Female,Standard,6.49,21,###,Laptop,13.99,0,Credit Card,5,0.29,Action,dummy,82936,abc,no
CUS_3566,58,Other,Premium,23.9,38,North America,TV,17.99,0,Debit Card,1,0.61,Romance,dummy,44047,xyz,maybe
CUS_4253,33,Male,Standard,17.89,32,,Mobile,13.99,0,Gift Card,4,0.54,Sci-Fi,trash,84822,none,no
CUS_2224,62,Female,Basic,3.62,34,Africa,Mobile,8.99,1,PayPal,3,0.1,Drama,trash,29779,temp,yes
CUS_2281,55,Male,Basic,9.28,42,Asia,Laptop,8.99,1,PayPal,2,0.22,Horror,sample,76177,xyz,maybe
CUS_3544,57,Other,Premium,10.89,3,North America,Desktop,17.99,0,Crypto,5,2.72,Sci-Fi,sample,85374,temp,yes
CUS_2319,56,Male,Premium,6.24,2,Oceania,Tablet,17.99,0,Crypto,4,2.08,Sci-Fi,sample,99219,abc,no
CUS_3853,25,Other,Basic,15.26,34,N/A,Laptop,8.99,1,Credit Card,4,0.44,Comedy,trash,59131,temp,no
CUS_3358,66,Male,Basic,7.0,39,Asia,TV,8.99,1,Debit Card,2,0.17,Sci-Fi,dummy,67567,abc,no
CUS_729,47,Female,Standard,9.78,18,Asia,Tablet,13.99,0,Crypto,3,0.51,Comedy,sample,69176,none,maybe
CUS_531,59,Other,Standard,25.47,32,North America,Desktop,13.99,0,Debit Card,4,0.77,Sci-Fi,trash,56308,temp,yes
CUS_3736,64,Female,Standard,31.14,39,Oceania,Laptop,13.99,0,Debit Card,3,0.78,Documentary,random,89094,xyz,no
CUS_2929,62,Male,Premium,10.33,3,Africa,Desktop,17.99,0,Crypto,2,2.58,Documentary,random,57255,xyz,maybe
CUS_3964,64,Other,Premium,1.83,0,,Tablet,17.99,0,PayPal,1,1.83,Romance,sample,66588,none,no
CUS_711,18,Other,Basic,2.75,43,###,Laptop,8.99,1,Gift Card,5,0.06,Romance,sample,41338,xyz,no
CUS_3739,51,Female,Premium,0.46,7,Africa,TV,17.99,1,PayPal,2,0.06,Drama,trash,80046,abc,maybe
CUS_2557,64,Female,Basic,0.65,43,,Laptop,8.99,1,PayPal,3,0.01,Drama,dummy,36384,none,no
CUS_559,57,Female,Premium,21.15,43,South America,Laptop,17.99,0,Credit Card,2,0.48,Comedy,random,82977,temp,maybe
CUS_4425,70,Other,Premium,4.55,22,Oceania,Mobile,17.99,1,Debit Card,1,0.2,Sci-Fi,trash,4245,temp,yes
CUS_2697,40,Male,Standard,3.48,29,Oceania,Laptop,13.99,0,Debit Card,4,0.12,Drama,random,26160,xyz,yes
CUS_1372,28,Male,Standard,22.78,16,Oceania,Laptop,13.99,0,Debit Card,5,1.34,Sci-Fi,sample,7157,abc,no
CUS_567,22,Other,Standard,12.77,33,North America,Desktop,13.99,1,Credit Card,2,0.38,Sci-Fi,sample,52709,none,no
CUS_4632,46,Other,Basic,4.11,16,South America,Tablet,8.99,1,Credit Card,4,0.24,Action,dummy,10880,xyz,maybe
CUS_908,70,Female,Basic,12.97,34,South America,Laptop,8.99,1,Gift Card,5,0.37,Action,dummy,85527,none,yes
CUS_3899,60,Female,Premium,15.94,4,South America,Desktop,17.99,0,PayPal,3,3.19,Action,trash,55398,temp,maybe
CUS_1434,54,Female,Basic,5.61,11,Europe,Mobile,8.99,0,PayPal,4,0.47,Sci-Fi,trash,4336,abc,no
CUS_2406,58,Other,Standard,0.37,60,Europe,Tablet,13.99,1,Debit Card,5,0.01,Documentary,sample,78014,temp,yes
CUS_4939,54,Other,Premium,7.4,52,South America,Tablet,17.99,1,Debit Card,1,0.14,Documentary,random,89947,none,yes
CUS_4128,32,Male,Premium,30.07,24,???,Mobile,17.99,0,Debit Card,3,1.2,Documentary,random,72660,none,maybe
CUS_1507,27,Male,Premium,1.04,26,N/A,Laptop,17.99,0,PayPal,4,0.04,Documentary,sample,63740,none,maybe
CUS_2812,37,Female,Basic,5.78,22,N/A,Laptop,8.99,1,Crypto,2,0.25,Romance,random,40100,none,yes
CUS_2211,29,Female,Basic,0.39,45,Africa,TV,8.99,1,Debit Card,5,0.01,Comedy,dummy,71737,none,no
CUS_4292,32,Male,Premium,28.61,22,North America,Tablet,17.99,0,Credit Card,4,1.24,Romance,dummy,13222,xyz,maybe
CUS_1116,64,Male,Premium,15.22,4,,Laptop,17.99,0,Gift Card,1,3.04,Documentary,random,69109,temp,yes
CUS_927,70,Male,Basic,1.24,29,,Laptop,8.99,1,PayPal,1,0.04,Horror,random,8983,abc,no
CUS_4054,66,Other,Basic,12.76,0,North America,Tablet,8.99,0,Credit Card,1,12.76,Sci-Fi,trash,46241,xyz,no
CUS_2037,47,Male,Premium,7.22,38,Europe,Desktop,17.99,1,Credit Card,2,0.19,Drama,random,37810,xyz,yes
CUS_2538,26,Female,Basic,2.58,16,Asia,Desktop,8.99,1,Credit Card,5,0.15,Horror,sample,75111,abc,yes
CUS_016,32,Female,Premium,40.94,7,South America,Desktop,17.99,0,Crypto,1,5.12,Action,dummy,39530,temp,maybe
CUS_3399,61,Male,Basic,1.1,2,South America,Laptop,8.99,1,PayPal,5,0.37,Romance,trash,1781,abc,no
CUS_316,26,Other,Standard,4.64,7,Asia,Desktop,13.99,1,Crypto,1,0.58,Comedy,sample,54727,temp,maybe
CUS_2756,37,Male,Premium,3.73,31,Asia,TV,17.99,1,PayPal,5,0.12,Documentary,dummy,49792,xyz,maybe
CUS_4781,59,Male,Standard,4.41,35,Europe,TV,13.99,1,Crypto,3,0.12,Romance,sample,78549,temp,maybe
CUS_1162,66,Other,Standard,10.25,28,North America,Desktop,13.99,0,Debit Card,4,0.35,Comedy,trash,61389,abc,yes
CUS_1903,31,Female,Premium,19.72,40,South America,TV,17.99,1,Gift Card,3,0.48,Horror,trash,53739,none,no
CUS_4193,44,Other,Standard,14.25,25,South America,Laptop,13.99,0,Crypto,1,0.55,Comedy,dummy,29609,abc,no
CUS_4722,58,Other,Standard,0.73,14,Europe,Mobile,13.99,1,Gift Card,3,0.05,Action,dummy,68903,temp,no
CUS_2693,31,Other,Premium,0.62,39,,Tablet,17.99,1,Gift Card,2,0.02,Action,trash,12051,xyz,no
CUS_1363,70,Female,Basic,2.46,53,South America,Laptop,8.99,1,Crypto,1,0.05,Drama,dummy,15150,abc,maybe
CUS_415,58,Female,Basic,0.51,12,Asia,Tablet,8.99,1,PayPal,1,0.04,Action,random,39281,xyz,yes
CUS_1213,57,Female,Premium,28.21,1,,Desktop,17.99,0,Crypto,5,14.11,Documentary,sample,69735,temp,maybe
CUS_1694,41,Other,Basic,5.65,57,Africa,Tablet,8.99,1,Debit Card,5,0.1,Comedy,dummy,62760,xyz,maybe
CUS_2115,18,Other,Premium,2.19,24,Africa,Mobile,17.99,1,Crypto,1,0.09,Documentary,trash,41593,none,no
CUS_2492,29,Other,Basic,7.83,39,???,Mobile,8.99,1,PayPal,1,0.2,Romance,random,21029,none,no
CUS_4290,51,Female,Premium,8.68,8,,TV,17.99,0,PayPal,4,0.96,Documentary,trash,17801,xyz,maybe
CUS_2959,69,Male,Standard,42.32,48,N/A,TV,13.99,0,Gift Card,3,0.86,Action,dummy,85465,abc,no
CUS_1966,56,Male,Basic,2.02,23,North America,TV,8.99,1,Credit Card,5,0.08,Documentary,trash,60429,temp,yes
CUS_1171,32,Female,Basic,11.48,34,Oceania,Tablet,8.99,1,Debit Card,1,0.33,Horror,sample,71446,temp,maybe
CUS_3781,23,Female,Premium,5.48,16,Europe,Tablet,17.99,0,Debit Card,1,0.32,Drama,trash,2403,xyz,yes
CUS_1849,70,Female,Standard,2.21,56,N/A,Tablet,13.99,1,Gift Card,5,0.04,Documentary,sample,5927,temp,no
CUS_2215,31,Male,Standard,6.11,17,Europe,Mobile,13.99,0,Credit Card,5,0.34,Sci-Fi,sample,59222,xyz,yes
CUS_2639,24,Other,Standard,17.37,17,Africa,Desktop,13.99,0,Debit Card,1,0.97,Horror,trash,9722,temp,maybe
CUS_2850,51,Other,Basic,25.77,38,South America,Mobile,8.99,0,PayPal,4,0.66,Action,random,33395,abc,yes
CUS_2153,50,Other,Premium,2.77,49,South America,Mobile,17.99,1,Debit Card,4,0.06,Drama,random,52588,none,yes
CUS_1324,54,Other,Basic,12.9,48,###,Tablet,8.99,1,Gift Card,4,0.26,Action,sample,4773,temp,no
CUS_4850,58,Female,Premium,2.91,17,Asia,Tablet,17.99,1,Crypto,1,0.16,Comedy,dummy,37986,temp,no
CUS_4892,59,Other,Basic,2.58,54,,Laptop,8.99,1,Credit Card,4,0.05,Romance,sample,16787,none,maybe
CUS_4646,34,Female,Basic,12.42,28,error,Desktop,8.99,0,Credit Card,2,0.43,Documentary,trash,24627,xyz,maybe
CUS_2523,18,Female,Basic,5.64,44,Europe,Tablet,8.99,1,Gift Card,4,0.13,Horror,dummy,69657,temp,maybe
CUS_3349,29,Male,Basic,14.23,4,Europe,Desktop,8.99,0,Credit Card,2,2.85,Documentary,trash,87877,temp,maybe
CUS_2227,43,Other,Basic,8.05,13,invalid,Desktop,8.99,0,PayPal,5,0.58,Horror,dummy,67727,abc,maybe
CUS_3889,28,Male,Standard,1.05,26,???,Laptop,13.99,0,PayPal,4,0.04,Action,random,61242,temp,yes
CUS_4759,56,Female,Premium,10.31,31,Europe,Laptop,17.99,1,Gift Card,3,0.32,Comedy,sample,94147,temp,no
CUS_388,50,Other,Premium,13.98,56,Oceania,Mobile,17.99,1,Crypto,4,0.25,Horror,random,90020,abc,no
CUS_4775,31,Male,Standard,8.85,5,unknown,Tablet,13.99,0,Gift Card,1,1.47,Sci-Fi,trash,44136,abc,no
CUS_1033,50,Male,Premium,4.6,6,North America,Tablet,17.99,0,PayPal,4,0.66,Sci-Fi,random,10263,xyz,yes
CUS_4820,33,Other,Premium,1.97,60,error,Laptop,17.99,1,Debit Card,2,0.03,Sci-Fi,sample,52769,temp,maybe
CUS_3497,63,Female,Standard,32.06,24,Europe,Desktop,13.99,0,Debit Card,3,1.28,Documentary,sample,42606,abc,maybe
CUS_2132,60,Other,Basic,14.45,52,Oceania,TV,8.99,1,PayPal,5,0.27,Drama,trash,90520,none,maybe
CUS_1895,51,Other,Standard,7.43,25,North America,Mobile,13.99,0,Crypto,5,0.29,Comedy,trash,28250,abc,no
CUS_148,24,Female,Basic,2.42,56,Europe,Tablet,8.99,1,Crypto,3,0.04,Comedy,dummy,50594,temp,maybe
CUS_3239,22,Male,Standard,7.67,53,South America,TV,13.99,1,Crypto,3,0.14,Documentary,trash,83473,none,no
CUS_2580,38,Other,Premium,24.19,22,,Mobile,17.99,0,Gift Card,2,1.05,Romance,random,96184,temp,yes
CUS_1011,23,Other,Standard,7.45,41,###,Desktop,13.99,1,Crypto,3,0.18,Action,trash,6851,none,maybe
CUS_4996,19,Female,Basic,49.17,11,Europe,Desktop,8.99,0,Credit Card,4,4.1,Drama,sample,85237,xyz,yes
CUS_1965,44,Other,Standard,1.46,59,North America,Tablet,13.99,1,PayPal,1,0.02,Documentary,dummy,42423,none,no
CUS_932,70,Other,Standard,6.17,25,Oceania,Mobile,13.99,0,Credit Card,2,0.24,Drama,sample,70052,abc,yes
CUS_2307,28,Male,Premium,2.01,35,invalid,Tablet,17.99,1,Gift Card,2,0.06,Documentary,sample,61608,temp,maybe
CUS_692,20,Other,Premium,9.24,33,North America,TV,17.99,1,Gift Card,5,0.27,Drama,sample,35696,none,maybe
CUS_534,61,Female,Standard,0.76,22,Africa,TV,13.99,0,Debit Card,5,0.03,Drama,random,16813,temp,maybe
CUS_1694,41,Other,Basic,5.65,57,Africa,Tablet,8.99,1,Debit Card,5,0.1,Comedy,dummy,62760,xyz,maybe
CUS_1836,44,Female,Basic,1.69,7,North America,Mobile,8.99,1,Crypto,5,0.21,Romance,sample,62016,temp,maybe
CUS_1451,38,Male,Standard,10.71,20,Asia,Mobile,13.99,0,Debit Card,3,0.51,Documentary,trash,82700,abc,yes
CUS_653,66,Other,Basic,8.03,7,Africa,Mobile,8.99,0,Crypto,4,1.0,Horror,sample,11604,none,maybe
CUS_034,67,Male,Basic,1.56,0,Oceania,Desktop,8.99,0,Crypto,5,1.56,Documentary,dummy,54789,none,no
CUS_911,59,Male,Standard,22.89,38,Africa,TV,13.99,0,PayPal,4,0.59,Action,trash,27063,none,no
CUS_1840,54,Male,Premium,4.81,27,North America,TV,17.99,1,Debit Card,3,0.17,Documentary,sample,92479,temp,yes
CUS_045,27,Other,Premium,46.88,56,Oceania,TV,17.99,0,Crypto,3,0.82,Drama,sample,65665,temp,no
CUS_3511,49,Male,Basic,1.64,32,Europe,Laptop,8.99,1,PayPal,5,0.05,Drama,dummy,87963,xyz,maybe
CUS_3095,64,Female,Basic,7.82,34,North America,Mobile,8.99,1,Debit Card,2,0.22,Comedy,random,90217,none,maybe
CUS_965,58,Male,Premium,11.98,41,South America,Tablet,17.99,1,Crypto,4,0.29,Romance,trash,89283,none,yes
CUS_4562,67,Male,Standard,23.1,59,???,Mobile,13.99,0,Credit Card,3,0.39,Sci-Fi,trash,32869,xyz,maybe
CUS_3384,51,Female,Premium,3.82,34,Asia,TV,17.99,1,Gift Card,1,0.11,Horror,sample,57771,xyz,no
CUS_4433,62,Female,Basic,19.11,21,Europe,Laptop,8.99,0,Gift Card,5,0.87,Action,sample,98290,abc,maybe
CUS_2551,40,Male,Premium,18.06,21,Oceania,Desktop,17.99,0,Gift Card,1,0.82,Sci-Fi,random,7332,none,maybe
CUS_4185,53,Female,Standard,21.38,53,###,Tablet,13.99,0,Credit Card,5,0.4,Documentary,sample,52374,temp,no
CUS_4642,59,Female,Basic,24.62,21,North America,TV,8.99,0,Credit Card,3,1.12,Drama,sample,67133,temp,no
CUS_2654,19,Female,Standard,8.54,6,Africa,TV,13.99,0,Credit Card,3,1.22,Romance,sample,56674,temp,no
CUS_1953,34,Other,Basic,5.95,37,,Tablet,8.99,1,Crypto,2,0.16,Comedy,dummy,95066,abc,maybe
CUS_1684,39,Other,Standard,8.6,37,Europe,Mobile,13.99,0,Credit Card,4,0.23,Action,sample,53130,abc,yes
CUS_2704,28,Male,Premium,16.88,20,Oceania,Mobile,17.99,0,PayPal,2,0.8,Sci-Fi,trash,81036,abc,no
CUS_4936,53,Female,Basic,33.71,42,Africa,Tablet,8.99,0,Debit Card,4,0.78,Documentary,random,97668,temp,no
CUS_3492,55,Male,Standard,0.53,32,invalid,Mobile,13.99,1,Credit Card,5,0.02,Drama,sample,20876,xyz,no
CUS_027,24,Male,Premium,6.92,13,Africa,Desktop,17.99,0,Crypto,2,0.49,Action,random,15862,none,maybe
CUS_2926,35,Female,Premium,9.17,43,Asia,Mobile,17.99,1,Crypto,3,0.21,Drama,sample,39417,none,maybe
CUS_064,64,Female,Standard,3.66,6,Africa,Mobile,13.99,0,PayPal,1,0.52,Romance,sample,79869,temp,yes
CUS_1045,66,Male,Standard,0.24,13,Oceania,Tablet,13.99,1,Crypto,5,0.02,Action,random,60194,temp,maybe
CUS_418,25,Female,Premium,6.38,23,South America,TV,17.99,0,Gift Card,5,0.27,Drama,random,9435,abc,no
CUS_3591,30,Male,Standard,4.62,46,Europe,Laptop,13.99,1,PayPal,3,0.1,Action,dummy,48711,temp,maybe
CUS_4691,41,Female,Basic,7.78,0,,Tablet,8.99,0,PayPal,2,7.78,Romance,random,77580,abc,maybe
CUS_3174,50,Male,Premium,5.93,51,unknown,Desktop,17.99,1,Crypto,1,0.11,Horror,trash,90309,abc,yes
CUS_1455,44,Other,Standard,1.12,24,unknown,TV,13.99,1,Gift Card,2,0.04,Documentary,sample,75623,xyz,maybe
CUS_228,40,Female,Standard,22.52,8,,Laptop,13.99,0,PayPal,5,2.5,Comedy,dummy,93406,none,no
CUS_2665,59,Male,Standard,6.99,28,Asia,Mobile,13.99,0,Credit Card,3,0.24,Romance,dummy,21873,temp,no
CUS_3673,18,Female,Basic,0.33,28,Oceania,Tablet,8.99,1,PayPal,3,0.01,Action,dummy,11772,temp,no
CUS_3772,20,Other,Premium,2.86,34,Africa,Laptop,17.99,1,Credit Card,3,0.08,Romance,trash,59126,abc,maybe
CUS_3375,47,Male,Basic,1.25,44,South America,Mobile,8.99,1,Credit Card,1,0.03,Sci-Fi,trash,14501,none,yes
CUS_3622,19,Female,Standard,5.42,60,,TV,13.99,1,Credit Card,1,0.09,Comedy,random,25288,abc,no
CUS_1204,63,Female,Basic,8.83,13,Asia,Laptop,8.99,0,Crypto,4,0.63,Sci-Fi,dummy,71201,none,yes
CUS_2795,19,Male,Standard,10.58,9,South America,Desktop,13.99,0,Credit Card,1,1.06,Documentary,sample,88299,xyz,yes
CUS_970,44,Female,Premium,9.89,25,South America,Desktop,17.99,0,Credit Card,4,0.38,Comedy,trash,26102,abc,maybe
CUS_1806,61,Other,Premium,24.63,19,Africa,Tablet,17.99,0,Crypto,1,1.23,Drama,sample,99255,none,maybe
CUS_4908,23,Other,Standard,36.88,52,,Mobile,13.99,0,Gift Card,3,0.7,Romance,dummy,19666,xyz,yes
CUS_2182,62,Female,Basic,16.1,54,Africa,TV,8.99,1,PayPal,2,0.29,Documentary,sample,5639,temp,maybe
CUS_770,28,Female,Basic,12.82,47,North America,Tablet,8.99,1,Credit Card,1,0.27,Action,sample,39683,none,maybe
CUS_353,18,Male,Standard,14.18,27,North America,Tablet,13.99,0,Crypto,2,0.51,Drama,sample,29228,abc,maybe
CUS_1892,25,Male,Premium,6.08,33,Africa,Laptop,17.99,0,Debit Card,5,0.18,Documentary,random,36916,abc,no
CUS_2522,28,Other,Premium,9.9,19,Europe,Tablet,17.99,0,Gift Card,5,0.49,Sci-Fi,trash,57117,xyz,no
CUS_4722,58,Other,Standard,0.73,14,Europe,Mobile,13.99,1,Gift Card,3,0.05,Action,dummy,68903,temp,no
CUS_2827,31,Male,Basic,1.79,18,Asia,Laptop,8.99,1,Gift Card,5,0.09,Drama,trash,79247,abc,yes
CUS_3979,53,Male,Premium,11.18,19,invalid,Tablet,17.99,0,PayPal,4,0.56,Comedy,dummy,43053,temp,maybe
CUS_3828,62,Female,Basic,1.8,4,South America,Mobile,8.99,1,Crypto,5,0.36,Drama,trash,72931,abc,yes
CUS_4941,70,Male,Basic,6.01,13,Asia,TV,8.99,1,Crypto,1,0.43,Action,sample,34691,xyz,no
CUS_1861,31,Female,Basic,3.77,12,South America,Laptop,8.99,1,Credit Card,2,0.29,Documentary,sample,10953,temp,no
CUS_3488,37,Other,Standard,26.94,12,Africa,Desktop,13.99,0,Gift Card,3,2.07,Documentary,random,30361,none,no
